Id,Cat,Skel,Key
3400,monster,m0156,mon_sp/m0156/mon_sp014
3401,monster,m0156,mon_sp/m0156/mon_sp015
3402,monster,m0156,mon_sp/m0156/mon_sp015_hit
3403,monster,m0087,mon_sp/m0087/mon_sp010
3404,monster,m0087,mon_sp/m0087/mon_sp010_hit
3405,monster,m0087,mon_sp/m0087/mon_sp011
3406,monster,m0087,mon_sp/m0087/mon_sp011_hit
3407,monster,m0087,mon_sp/m0087/mon_sp012
3408,monster,m0087,mon_sp/m0087/mon_sp012_hit
3409,monster,m0173,mon_sp/m0173/mon_sp001
3410,monster,m0173,mon_sp/m0173/mon_sp001_hit
3411,monster,m0173,mon_sp/m0173/mon_sp002
3412,monster,m0173,mon_sp/m0173/mon_sp002_hit
3413,monster,m0173,mon_sp/m0173/mon_sp003
3414,monster,m0173,mon_sp/m0173/mon_sp003_hit
3415,monster,m0156,mon_sp/m0156/mon_sp013_hit
3416,monster,m0112,mon_sp/m0112/mon_sp001
3417,monster,m0112,mon_sp/m0112/mon_sp001_hit
3418,monster,m0112,mon_sp/m0112/mon_sp002
3419,monster,m0112,mon_sp/m0112/mon_sp002_hit
3420,monster,m0183,mon_sp/m0183/mon_sp006
3421,monster,m0183,mon_sp/m0183/mon_sp007
3422,monster,m0183,mon_sp/m0183/mon_sp008
3423,monster,m0183,mon_sp/m0183/mon_sp008_hit
3424,monster,m0183,mon_sp/m0183/mon_sp009
3427,monster,m0068,mon_sp/m0068/mon_sp008
3428,monster,m0068,mon_sp/m0068/mon_sp008_hit
3429,monster,m0068,mon_sp/m0068/mon_sp009
3432,monster,m0156,mon_sp/m0156/mon_sp016
3433,monster,m0156,mon_sp/m0156/mon_sp017
3434,monster,m0156,mon_sp/m0156/mon_sp018
3435,monster,m0156,mon_sp/m0156/mon_sp018_hit
3436,monster,m0068,mon_sp/m0068/mon_sp010
3439,monster,m0068,mon_sp/m0068/mon_sp011
3440,monster,m0068,mon_sp/m0068/mon_sp011_hit
3447,monster,m0146,mon_sp/m0146/mon_sp005
3448,monster,m0207,mon_sp/m0207/mon_sp001
3449,monster,m0207,mon_sp/m0207/mon_sp002
3450,monster,m0207,mon_sp/m0207/mon_sp002_hit
3451,monster,m0207,mon_sp/m0207/mon_sp003
3452,monster,m0207,mon_sp/m0207/mon_sp003_hit
3453,monster,m0150,mon_sp/m0150/mon_sp003
3454,monster,m0150,mon_sp/m0150/mon_sp003_hit
3455,monster,m0209,mon_sp/m0209/mon_sp001
3456,monster,m0209,mon_sp/m0209/mon_sp001_hit
3457,monster,m0039,mon_sp/m0039/mon_sp005
3458,monster,m0039,mon_sp/m0039/mon_sp005_hit
3459,monster,m0039,mon_sp/m0039/mon_sp006
3460,monster,m0039,mon_sp/m0039/mon_sp006_hit
3461,monster,m0039,mon_sp/m0039/mon_sp007
3465,monster,m0202,mon_sp/m0202/mon_sp001
3466,monster,m0101,mon_sp/m0101/mon_sp001
3467,monster,m0188,mon_sp/m0188/mon_sp001
3468,monster,m0188,mon_sp/m0188/mon_sp001_hit
3472,monster,m0029,mon_sp/m0029/mon_sp011
3473,monster,m0029,mon_sp/m0029/mon_sp011_hit
3474,monster,m0029,mon_sp/m0029/mon_sp012
3475,monster,m0029,mon_sp/m0029/mon_sp012_hit
3476,monster,m0029,mon_sp/m0029/mon_sp013
3477,monster,m0029,mon_sp/m0029/mon_sp013_hit
3478,monster,m0156,mon_sp/m0156/mon_sp019
3479,monster,m0156,mon_sp/m0156/mon_sp019_hit
3480,monster,m0156,mon_sp/m0156/mon_sp020
3481,monster,m0156,mon_sp/m0156/mon_sp020_hit
3482,monster,m0156,mon_sp/m0156/mon_sp021
3483,monster,m0043,mon_sp/m0043/mon_sp008
3484,monster,m0043,mon_sp/m0043/mon_sp008_hit
3485,monster,m0043,mon_sp/m0043/mon_sp009
3486,monster,m0043,mon_sp/m0043/mon_sp010
3487,monster,m0156,mon_sp/m0156/mon_sp022
3488,monster,m0156,mon_sp/m0156/mon_sp022_hit
3489,monster,m0029,mon_sp/m0029/mon_sp014
3490,monster,m0029,mon_sp/m0029/mon_sp014_hit
3491,monster,m0029,mon_sp/m0029/mon_sp015
3492,monster,m0029,mon_sp/m0029/mon_sp015_hit
3493,monster,m0029,mon_sp/m0029/mon_sp016
3494,monster,m0029,mon_sp/m0029/mon_sp016_hit
3497,monster,m0023,mon_sp/m0023/mon_sp005
3498,monster,m0023,mon_sp/m0023/mon_sp005_hit
3499,monster,m0023,mon_sp/m0023/mon_sp003
3504,monster,m0023,mon_sp/m0023/mon_sp004
3505,monster,m0023,mon_sp/m0023/mon_sp004_hit
3506,monster,m0183,mon_sp/m0183/mon_sp010
3507,monster,m0183,mon_sp/m0183/mon_sp010_hit
3508,monster,m0183,mon_sp/m0183/mon_sp011
3509,monster,m0183,mon_sp/m0183/mon_sp011_hit
3510,monster,m0183,mon_sp/m0183/mon_sp012
3511,monster,m0183,mon_sp/m0183/mon_sp012_hit
3512,monster,m0183,mon_sp/m0183/mon_sp013
3513,monster,m0183,mon_sp/m0183/mon_sp013_hit
3514,monster,m0183,mon_sp/m0183/mon_sp014
3515,monster,m0183,mon_sp/m0183/mon_sp015
3516,monster,m0183,mon_sp/m0183/mon_sp016
3522,monster,m0063,mon_sp/m0063/mon_sp022
3523,monster,m0063,mon_sp/m0063/mon_sp022_hit
3524,monster,m0088,mon_sp/m0088/mon_sp001
3525,monster,m0088,mon_sp/m0088/mon_sp001_hit
3526,monster,m0088,mon_sp/m0088/mon_sp002
3527,monster,m0088,mon_sp/m0088/mon_sp002_hit
3528,monster,m0088,mon_sp/m0088/mon_sp003
3529,monster,m0088,mon_sp/m0088/mon_sp003_hit
3530,monster,m0088,mon_sp/m0088/mon_sp004
3531,monster,m0088,mon_sp/m0088/mon_sp004_hit
3532,monster,m0088,mon_sp/m0088/mon_sp005
3533,monster,m0088,mon_sp/m0088/mon_sp005_hit
3534,monster,m0088,mon_sp/m0088/mon_sp006
3535,monster,m0088,mon_sp/m0088/mon_sp006_hit
3536,monster,m0088,mon_sp/m0088/mon_sp007
3537,monster,m0210,mon_sp/m0210/mon_sp001
3538,monster,m0210,mon_sp/m0210/mon_sp001_hit
3539,monster,m0210,mon_sp/m0210/mon_sp002
3540,monster,m0210,mon_sp/m0210/mon_sp002_hit
3541,monster,m0211,mon_sp/m0211/mon_sp001
3542,monster,m0211,mon_sp/m0211/mon_sp001_hit
3543,monster,m0211,mon_sp/m0211/mon_sp002
3544,monster,m0211,mon_sp/m0211/mon_sp002_hit
3548,monster,m0183,mon_sp/m0183/mon_sp014_hit
3549,common,,normal/cannon_2
3556,monster,m0042,mon_sp/m0042/mon_sp007
3557,monster,m0042,mon_sp/m0042/mon_sp007_hit
3558,monster,m0157,mon_sp/m0157/mon_sp003
3559,monster,m0157,mon_sp/m0157/mon_sp003_hit
3560,monster,m0026,mon_sp/m0026/mon_sp007
3561,monster,m0026,mon_sp/m0026/mon_sp007_hit
3566,monster,m0005,mon_sp/m0005/mon_sp020
3567,monster,m0005,mon_sp/m0005/mon_sp020_hit
3568,monster,m0027,mon_sp/m0027/mon_sp017
3569,monster,m0027,mon_sp/m0027/mon_sp017_hit
3570,monster,m0163,mon_sp/m0163/mon_sp008
3571,monster,m0163,mon_sp/m0163/mon_sp008_hit
3572,monster,m0127,mon_sp/m0127/mon_sp003_hit
3573,monster,m0183,mon_sp/m0183/mon_sp017
3574,monster,m0183,mon_sp/m0183/mon_sp017_hit
3576,monster,m0213,mon_sp/m0213/mon_sp001
3577,monster,m0213,mon_sp/m0213/mon_sp001_hit
3578,monster,m0213,mon_sp/m0213/mon_sp002
3579,monster,m0213,mon_sp/m0213/mon_sp002_hit
3580,monster,m0214,mon_sp/m0214/mon_sp001
3581,monster,m0214,mon_sp/m0214/mon_sp001_hit
3585,common,,normal/cannon_3
3588,monster,m0035,mon_sp/m0035/mon_sp006
3589,monster,m0035,mon_sp/m0035/mon_sp006_hit
3591,monster,m0060,mon_sp/m0060/mon_sp035
3592,monster,m0060,mon_sp/m0060/mon_sp035_hit
3594,monster,m0171,mon_sp/m0171/mon_sp007
3595,monster,m0171,mon_sp/m0171/mon_sp007_hit
3597,monster,m0023,mon_sp/m0023/mon_sp006
3703,monster,m0076,mon_sp/m0076/mon_sp009
3704,common,,battle/mon_sp_f_start
3705,common,,battle/mon_sp_f_loop
3738,monster,m0102,mon_sp/m0102/mon_sp008
3761,common,,normal/item_eat_housing
3762,common,,normal/item_drink_housing
3765,common,,normal/item_sp02
3855,common,,battle/magic_ast_start
3856,common,,battle/magic_ast_loop
3888,common,,battle/magic_lgi_start
3889,common,,battle/magic_lgi_loop
3896,common,,battle/magic_ran_start
3897,common,,battle/magic_ran_loop
3898,common,,battle/ast_barrier_loop
3899,common,,battle/attach_start
3900,common,,battle/attach_loop
4185,common,,normal/item_action_map_hit
4189,common,,normal/carry_upper_big_loop
4353,common,,normal/cannon_4
4354,common,,normal/cannon_5
4362,monster,m0167,mon_sp/m0167/mon_sp004
4363,monster,m0254,mon_sp/m0254/mon_sp001
4383,monster,m7101,mon_sp/m7101/mon_sp003
4384,monster,m7101,mon_sp/m7101/mon_sp003_hit
4385,monster,m7101,mon_sp/m7101/mon_sp004
4386,monster,m7101,mon_sp/m7101/mon_sp004_hit
4421,monster,m0236,mon_sp/m0236/mon_sp006
4489,common,,battle/bnpc_weapon_guard
4512,common,,normal/cannon_6
4947,common,,normal/swim_on_idle
4948,common,,normal/swim_on_turn_loop_l
4949,common,,normal/swim_on_turn_loop_r
4950,common,,normal/swim_on_walk
4951,common,,normal/swim_on_walk_l
4952,common,,normal/swim_on_walk_r
4953,common,,normal/swim_on_walk_b
4954,common,,normal/swim_on_run
4955,common,,normal/swim_on_run_l
4956,common,,normal/swim_on_run_r
4957,common,,normal/swim_on_run_start
4958,common,,normal/swim_on_sprint
4959,common,,normal/swim_on_jump_start
4960,common,,normal/swim_on_jump_falling
4961,common,,normal/swim_on_jump_landing
4962,common,,normal/swim_on_into1
4963,common,,normal/swim_on_out1
4964,common,,normal/swim_on_dead
4965,common,,normal/swim_on_dead_pose
4966,common,,normal/swim_under_dead
4967,common,,normal/swim_under_dead_pose
4968,common,,normal/swim_under_idle
4969,common,,normal/swim_under_turn_loop_l
4970,common,,normal/swim_under_turn_loop_r
4971,common,,normal/swim_under_walk
4972,common,,normal/swim_under_walk_l
4973,common,,normal/swim_under_walk_r
4974,common,,normal/swim_under_walk_b
4975,common,,normal/swim_under_run
4976,common,,normal/swim_under_run_l
4977,common,,normal/swim_under_run_r
4978,common,,normal/swim_under_run_start
4979,common,,normal/swim_under_sprint
4980,common,,normal/swim_under_up
4981,common,,normal/swim_under_down
4982,common,,normal/swim_dive_start
4983,common,,normal/swim_dive_end
4984,common,,normal/swim_rise_start
4985,common,,normal/swim_rise_end
4992,common,,normal/u_lookaction_start
4993,common,,normal/u_lookaction_loop
4994,common,,normal/u_lookaction_end
4995,common,,normal/u_fueaction_start
4996,common,,normal/u_fueaction_loop
4997,common,,normal/u_fueaction_end
4998,common,,normal/u_searchaction_start
4999,common,,normal/u_searchaction_loop
5000,common,,normal/u_searchaction_end
5001,common,,normal/swim_on_revive
5002,common,,normal/swim_under_revive
5064,monster,m0361,mon_sp/m0361/mon_sp004
5065,monster,m0361,mon_sp/m0361/mon_sp006
5066,monster,m0361,mon_sp/m0361/mon_sp005
5067,monster,m0354,mon_sp/m0354/mon_sp003
5068,monster,m0354,mon_sp/m0354/mon_sp004
5116,common,,battle/magic_sam_start
5117,common,,battle/magic_sam_loop
5155,common,,battle/magic_rdm_start
5156,common,,battle/magic_rdm_loop
5216,monster,m7001,mon_sp/m7001/mon_sp002_hit
5259,monster,m7001,mon_sp/m7001/mon_sp010
5292,common,,battle/swim_on_dead
5293,common,,battle/swim_on_dead_pose
5303,common,,normal/swim_under_searchaction_start
5304,common,,normal/swim_under_searchaction_loop
5305,common,,normal/swim_under_searchaction_end
5306,common,,normal/effect_warp01
5312,common,,normal/event_item_bakuha
5313,common,,normal/event_item_bakuhakemuri
5507,common,,normal/event_item_multibakuha
5520,common,,normal/event_item_multienmaku
5538,common,,battle/idle
5588,common,,normal/swo_carry_upper_loop
5589,common,,normal/swo_carry_upper_big_loop
5691,common,,normal/event_item_thunder
5704,common,,normal/magic_healaction_loop
5705,common,,normal/magic_healaction_out
5765,common,,normal/swim_on_item_start
5766,common,,normal/swim_on_item_loop
5767,common,,normal/swim_on_item_end
5768,common,,normal/swim_under_item_start
5769,common,,normal/swim_under_item_loop
5770,common,,normal/swim_under_item_end
5771,common,,normal/swim_on_item_action
5772,common,,normal/swim_on_item_action_start
5773,common,,normal/swim_on_item_action_loop
5774,common,,normal/swim_on_item_action_exec
5775,common,,normal/swim_under_item_action
5776,common,,normal/swim_under_item_action_start
5777,common,,normal/swim_under_item_action_loop
5778,common,,normal/swim_under_item_action_exec
5900,monster,m0276,mon_sp/m0276/mon_sp_dmg_bm
5922,common,,battle/mon_sp_g_start
5923,common,,battle/mon_sp_g_loop
5924,common,,battle/mon_sp_h_start
5925,common,,battle/mon_sp_h_loop
6217,common,,normal/swim_under_treasure_search
6559,common,,battle/magic_aoz_start
6560,common,,battle/magic_aoz_loop
7018,monster,m0271,mon_sp/m0271/mon_sp035
7019,monster,m0271,mon_sp/m0271/mon_sp036
7020,monster,m0271,mon_sp/m0271/mon_sp037
7021,monster,m0271,mon_sp/m0271/mon_sp037_hit
7107,monster,m7106,mon_sp/m7106/mon_sp001
7109,monster,m7106,mon_sp/m7106/mon_sp003
7111,monster,m7106,mon_sp/m7106/mon_sp002
7137,monster,m7001,mon_sp/m7001/mon_sp011
7138,monster,m7001,mon_sp/m7001/mon_sp011_hit
7140,monster,m7001,mon_sp/m7001/mon_sp004_hit
7164,monster,m7001,mon_sp/m7001/mon_sp011_bm
7187,monster,m7002,mon_sp/m7002/mon_sp031
7188,monster,m7002,mon_sp/m7002/mon_sp031_hit
7189,monster,m7002,mon_sp/m7002/mon_sp032
7190,monster,m7002,mon_sp/m7002/mon_sp032_hit
7191,monster,m7002,mon_sp/m7002/mon_sp033
7192,monster,m7005,mon_sp/m7005/mon_sp031
7193,monster,m7005,mon_sp/m7005/mon_sp031_hit
7194,monster,m7005,mon_sp/m7005/mon_sp032
7195,monster,m7005,mon_sp/m7005/mon_sp032_hit
7196,monster,m7004,mon_sp/m7004/mon_sp031
7318,common,,battle/magic_ytc_start
7319,common,,battle/magic_ytc_loop
7335,common,,normal/u_item_eat_housing
7336,common,,normal/u_item_drink_housing
7346,common,,normal/hwd_fate_hammer_hit_wall_loop
7347,common,,normal/hwd_fate_saw_wood_loop
7364,common,,normal/hwd_fate_mining_loop
7365,common,,normal/hwd_fate_tonbo_loop
7366,common,,normal/hwd_fate_broom_loop
7394,common,,normal/hwd_fate_hammer_hit_wall_stone_loop
7399,common,,normal/hwd_fate_level_loop
7421,common,,normal/hwd_fate_sewing
7450,common,,battle/mon_sp_i_start
7451,common,,battle/mon_sp_i_loop
7557,common,,battle/run_slide_l
7558,common,,battle/run_slide_r
7583,monster,m0631,mon_sp/m0631/mon_sp006
7584,monster,m0631,mon_sp/m0631/mon_sp007
7585,monster,m0631,mon_sp/m0631/mon_sp008
7586,monster,m0631,mon_sp/m0631/mon_sp009
7836,common,,battle/mon_sp_j_start
7837,common,,battle/mon_sp_j_loop
7996,monster,m0695,mon_sp/m0695/mon_sp001
8079,common,,normal/item_sp02_mji
8101,common,,normal/item_sp02_mji02
8108,common,,normal/item_sp02_mji03
8121,common,,normal/item_sp02_mji04
8189,common,,normal/item_sp03
8274,monster,m7003,mon_sp/m7003/mon_sp008
8275,monster,m7004,mon_sp/m7004/mon_sp010
8292,common,,battle/magic_2fa_start
8293,common,,battle/magic_2fa_loop
8295,common,,battle/magic_2fb_start
8296,common,,battle/magic_2fb_loop
8327,common,,battle/magic_2fc_start
8328,common,,battle/magic_2fc_loop
8342,common,,battle/magic_rr1_start
8343,common,,battle/magic_rr1_loop
8354,common,,battle/idle_rrp
8365,common,,battle/magic_rr3_start
8366,common,,battle/magic_rr3_loop
8405,common,,battle/magic_2fb_start_bm
8406,common,,battle/magic_2fb_loop_bm
8419,common,,battle/magic_rr2_start
8420,common,,battle/magic_rr2_loop
8421,common,,battle/magic_2fd_start
8422,common,,battle/magic_2fd_loop
8423,monster,m7003,mon_sp/m7003/mon_sp009
8424,monster,m7003,mon_sp/m7003/mon_sp010
8425,monster,m7004,mon_sp/m7004/mon_sp011
8426,monster,m7004,mon_sp/m7004/mon_sp012
8427,monster,m7005,mon_sp/m7005/mon_sp006
8428,monster,m7005,mon_sp/m7005/mon_sp007
8524,common,,battle/0framehit
8585,monster,m7002,mon_sp/m7002/mon_sp038
8586,monster,m7002,mon_sp/m7002/mon_sp039
8587,monster,m7002,mon_sp/m7002/mon_sp040
8588,monster,m7002,mon_sp/m7002/mon_sp041
8589,monster,m7002,mon_sp/m7002/mon_sp042
8661,monster,m0080,mon_sp/m0080/mon_sp006_hit
8912,monster,m0713,mon_sp/m0713/mon_sp005
8913,monster,m0713,mon_sp/m0713/mon_sp013
8918,monster,m0720,mon_sp/m0720/mon_sp012
8932,monster,m0758,mon_sp/m0758/mon_sp007
8933,common,,battle/mon_sp_k_start
8934,common,,battle/mon_sp_k_loop
8935,common,,battle/dead
8936,common,,battle/dead_pose
8951,monster,m0361,mon_sp/m0361/mon_sp041
8981,monster,m0060,mon_sp/m0060/mon_sp041
8987,monster,m0060,mon_sp/m0060/mon_sp042
9082,common,,normal/idle
9084,common,,normal/idle
9118,common,,battle/battle_start_null
10541,monster,m0099,mon_sp/m0099/mon_sp041
10542,monster,m0099,mon_sp/m0099/mon_sp042
10543,monster,m0099,mon_sp/m0099/mon_sp043
10592,monster,m0099,mon_sp/m0099/mon_sp044
10594,monster,m0099,mon_sp/m0099/mon_sp045
10662,common,,battle/mon_sp_l_start
10663,common,,battle/mon_sp_l_loop
10740,monster,m0060,mon_sp/m0060/mon_sp043
10741,monster,m0060,mon_sp/m0060/mon_sp044
10742,monster,m0070,mon_sp/m0070/mon_sp041
10774,monster,m0058,mon_sp/m0058/mon_sp041
10834,monster,m0196,mon_sp/m0196/mon_sp041
10880,monster,m0403,mon_sp/m0403/mon_sp041
10881,monster,m0403,mon_sp/m0403/mon_sp042
10882,monster,m0403,mon_sp/m0403/mon_sp043
10883,monster,m0403,mon_sp/m0403/mon_sp044
10884,monster,m0403,mon_sp/m0403/mon_sp045
10885,monster,m0403,mon_sp/m0403/mon_sp046
10886,monster,m0403,mon_sp/m0403/mon_sp047
10887,monster,m0403,mon_sp/m0403/mon_sp048
10888,monster,m0403,mon_sp/m0403/mon_sp049
10889,monster,m0403,mon_sp/m0403/mon_sp050
10890,monster,m0403,mon_sp/m0403/mon_sp051
10891,monster,m0403,mon_sp/m0403/mon_sp052
10892,monster,m0403,mon_sp/m0403/mon_sp053
10893,monster,m0403,mon_sp/m0403/mon_sp054
10894,monster,m0403,mon_sp/m0403/mon_sp055
10895,monster,m0403,mon_sp/m0403/mon_sp056
10896,monster,m0403,mon_sp/m0403/mon_sp057
10897,monster,m0403,mon_sp/m0403/mon_sp058
10898,monster,m0196,mon_sp/m0196/mon_sp042
10915,monster,m0118,mon_sp/m0118/mon_sp041
11018,monster,m0073,mon_sp/m0073/mon_sp041
11019,monster,m0073,mon_sp/m0073/mon_sp042
11020,monster,m0073,mon_sp/m0073/mon_sp043
11025,monster,m0857,mon_sp/m0857/mon_sp027_hit
11039,monster,m0070,mon_sp/m0070/mon_sp042
11040,monster,m0070,mon_sp/m0070/mon_sp043
11041,monster,m0070,mon_sp/m0070/mon_sp044
11093,monster,m0058,mon_sp/m0058/mon_sp042
11101,common,,battle/mon_sp_c_start
11102,common,,battle/mon_sp_c_loop
11103,common,,battle/mon_sp_d_start
11104,common,,battle/mon_sp_d_loop
11224,monster,m0060,mon_sp/m0060/mon_sp045
11230,monster,m0183,mon_sp/m0183/mon_sp041
11236,common,,battle/mon_sp_e_start
11237,common,,battle/mon_sp_e_loop
11251,monster,m0183,mon_sp/m0183/mon_sp042
11255,monster,m0888,mon_sp/m0888/mon_sp041
11257,monster,m0889,mon_sp/m0889/mon_sp014
11258,monster,m0888,mon_sp/m0888/mon_sp042
11259,monster,m0888,mon_sp/m0888/mon_sp043
11277,monster,m0118,mon_sp/m0118/mon_sp042
11279,monster,m0060,mon_sp/m0060/mon_sp046
11338,monster,m0058,mon_sp/m0058/mon_sp043
11364,monster,m0183,mon_sp/m0183/mon_sp043
11371,monster,m0074,mon_sp/m0074/mon_sp041
11372,monster,m0074,mon_sp/m0074/mon_sp042
11373,monster,m0074,mon_sp/m0074/mon_sp043
11374,monster,m0074,mon_sp/m0074/mon_sp044
11375,monster,m0074,mon_sp/m0074/mon_sp045
11376,monster,m0074,mon_sp/m0074/mon_sp046
11377,monster,m0074,mon_sp/m0074/mon_sp047
11378,monster,m0074,mon_sp/m0074/mon_sp048
11405,monster,m0156,mon_sp/m0156/mon_sp041
11440,monster,m0106,mon_sp/m0106/hide/mon_sp018_hit
11450,monster,m0156,mon_sp/m0156/mon_sp042
11539,common,,battle/magic_brd_start
11540,common,,battle/magic_brd_loop
11543,common,,battle/magic_mcn_start
11544,common,,battle/magic_mcn_loop
11557,common,,normal/item_pvp_start
11558,common,,normal/item_pvp_loop
11559,common,,normal/item_pvp_end
11577,common,,normal/decifer_start
11578,common,,normal/decifer_loop
11579,common,,normal/decifer_exec
11580,common,,normal/swim_on_decifer_start
11581,common,,normal/swim_on_decifer_loop
11582,common,,normal/swim_on_decifer_exec
11583,common,,normal/swim_under_decifer_start
11584,common,,normal/swim_under_decifer_loop
11585,common,,normal/swim_under_decifer_exec
11750,common,,battle/magic_pt1_start
11751,common,,battle/magic_pt1_loop
11755,common,,battle/magic_pt2_start
11756,common,,battle/magic_pt2_loop
11768,common,,battle/magic_pt3_start
11769,common,,battle/magic_pt3_loop
11915,common,,battle/magic_blb_start
11916,common,,battle/magic_blb_loop
11924,common,,battle/magic_pt4_start
11925,common,,battle/magic_pt4_loop
11926,common,,battle/magic_pt5_start
11927,common,,battle/magic_pt5_loop
11928,common,,battle/magic_pt6_start
11929,common,,battle/magic_pt6_loop
11930,common,,battle/magic_pt7_start
11931,common,,battle/magic_pt7_loop
11932,common,,battle/magic_pt8_start
11933,common,,battle/magic_pt8_loop
11934,common,,battle/magic_pt9_start
11935,common,,battle/magic_pt9_loop
11936,common,,battle/magic_pt10_start
11937,common,,battle/magic_pt10_loop
11938,common,,battle/magic_pt11_start
11939,common,,battle/magic_pt11_loop
11940,common,,battle/magic_pt12_start
11941,common,,battle/magic_pt12_loop
11945,common,,battle/magic_pt13_start
11946,common,,battle/magic_pt13_loop
12001,common,,battle/style1/idle
12002,common,,battle/style1/walk
12003,common,,battle/style1/walk_l
12004,common,,battle/style1/walk_r
12005,common,,battle/style1/walk_b
12006,common,,battle/style1/turn_loop_l
12007,common,,battle/style1/turn_loop_r
12008,common,,battle/style1/run
12009,common,,battle/style1/run_l
12010,common,,battle/style1/run_r
12011,common,,battle/style1/sprint
12012,common,,battle/style1/jump_start
12013,common,,battle/style1/jump_falling
12014,common,,battle/style1/jump_landing
12015,common,,battle/style1/pvp_common/s_sprint_bt
12016,common,,battle/style1/pvp_common/s_sprint_bt_lrdb
12017,common,,battle/style1/pvp_common/s_sprint_bt_rrdb
12081,common,,battle/magic_pt2_start_bm
12082,common,,battle/magic_pt2_loop_bm
12086,common,,battle/magic_pt3_start_bm
12087,common,,battle/magic_pt3_loop_bm
12091,common,,battle/magic_pt6_start_bm
12092,common,,battle/magic_pt6_loop_bm
12093,common,,battle/magic_pt7_start_bm
12094,common,,battle/magic_pt7_loop_bm
12117,common,,battle/magic_pvp_start
12118,common,,battle/magic_pvp_loop
12119,common,,battle/magic_pvp_end
12132,common,,battle/magic_blc_start
12133,common,,battle/magic_blc_loop
12468,common,,normal/event_action_wks4_end
12469,common,,normal/event_action_wks8_end
12470,common,,normal/event_action_wks1_end
12471,common,,normal/event_action_wks2_end
12472,common,,normal/event_action_wks3_end
12473,common,,normal/event_action_wks5_end
12474,common,,normal/event_action_wks7_end
12480,common,,normal/event_action_wks6_end
12481,common,,normal/event_action_wks9_end
12482,common,,normal/event_action_wks10_end
12534,common,,normal/wks_fate_mining_loop
12535,common,,normal/event_action_wks11_end
12536,common,,normal/event_action_wks19_end
12538,common,,normal/event_action_wks12_end
12539,common,,normal/event_action_wks14_end
12541,common,,normal/event_action_wks15_end
12542,common,,normal/event_action_wks16_end
12544,common,,normal/event_action_wks17_end
12545,common,,normal/event_action_wks18_end
12557,common,,normal/carry_upper_wks026_start
12558,common,,normal/carry_upper_wks026_loop
12559,common,,normal/carry_upper_wks027_big_start
12560,common,,normal/carry_upper_wks027_big_loop
12632,common,,normal/event_action_wks20_end
12658,common,,normal/event_action_wks21_end
12659,common,,normal/event_action_wks22_end
12660,common,,normal/carry_upper_wks034_start
12661,common,,normal/carry_upper_wks034_loop
12662,common,,normal/event_action_wks23_end
12672,common,,normal/event_action_wks24_end
12778,monster,m7001,mon_sp/m7001/mon_sp012
12779,monster,m7001,mon_sp/m7001/mon_sp013
14581,monster,m0935,mon_sp/m0935/mon_sp015
14598,monster,m0934,mon_sp/m0934/mon_sp061
14599,monster,m0934,mon_sp/m0934/mon_sp062
14619,common,,battle/p1_mon_sp_a_start
14620,common,,battle/p1_mon_sp_a_loop
14621,common,,battle/p1_mon_sp_b_start
14622,common,,battle/p1_mon_sp_b_loop
14623,common,,battle/p1_mon_sp_c_start
14624,common,,battle/p1_mon_sp_c_loop
14625,monster,m0945,mon_sp/m0945/p1_mon_sp001
14626,monster,m0945,mon_sp/m0945/p1_mon_sp002
14627,monster,m0945,mon_sp/m0945/p1_mon_sp003
14628,monster,m0945,mon_sp/m0945/p1_mon_sp004
14756,common,,battle/mon_sp_a_short_start
14757,common,,battle/mon_sp_a_short_loop
14780,common,,battle/mon_sp_b_short_start
14781,common,,battle/mon_sp_b_short_loop
14782,common,,battle/mon_sp_c_short_start
14783,common,,battle/mon_sp_c_short_loop
14784,common,,battle/mon_sp_d_short_start
14785,common,,battle/mon_sp_d_short_loop
14795,monster,m0554,mon_sp/m0554/mon_sp013
14895,monster,m0941,mon_sp/m0941/mon_sp006_hit
14935,common,,battle/mon_sp_a_short2_start
14936,common,,battle/mon_sp_a_short2_loop
14937,common,,battle/mon_sp_b_short2_start
14938,common,,battle/mon_sp_b_short2_loop
14999,monster,m0183,mon_sp/m0183/mon_sp061
15000,monster,m0183,mon_sp/m0183/mon_sp062
15001,monster,m0183,mon_sp/m0183/mon_sp063
15150,monster,m0183,mon_sp/m0183/mon_sp067
