Skel,McType,NumAnim,Names
m0330,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0331,monster,3,cbbm_02f_lp0 cbbm_id0 cbbm_sp_a_2lp
m0332,monster,5,cbbm_ded cbbm_dedpose cbnm_ded cbnm_dedpose cbnm_id0
m0333,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp
m0334,monster,13,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0335,monster,2,cbnm_02f_lp0 cbnm_id0
m0336,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0337,monster,2,cbnm_02f_lp0 cbnm_id0
m0338,monster,20,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_blk_1 cbbm_mgc_blk_2lp cbbm_mgc_blk_3b cbbm_mgc_cnj_1 cbbm_mgc_cnj_2lp cbbm_mgc_cnj_3c cbbm_mgc_thm_1 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_mgc_wht_1 cbbm_mgc_wht_2lp cbbm_mgc_wht_3 cbnm_01f_lp0 cbnm_id0
m0339,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_f_2lp
m0340,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0341,monster,2,cbnm_02f_lp0 cbnm_id0
m0342,monster,2,cbnm_02f_lp0 cbnm_id0
m0343,monster,7,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp
m0344,monster,12,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_hide_sp12 cbbm_id0 cbbm_show_sp12 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0345,monster,5,cbbm_hide_sp12 cbbm_id0 cbbm_show_sp12 cbbm_sp_b_1 cbbm_sp_b_2lp
m0346,monster,0,
m0347,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0348,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0349,monster,1,cbbm_id0
m0350,monster,2,cbbm_id0 cbbm_sp_f_2lp
m0351,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0352,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_id0
m0353,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0354,monster,12,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0355,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp
m0356,monster,2,cbnm_02f_lp0 cbnm_id0
m0357,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0358,monster,1,cbbm_id0
m0359,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_a_2lp
m0360,monster,1,cbbm_id0
m0361,monster,15,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_partsbreak cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0362,monster,2,cbbm_id0 cbbm_sp_f_2lp
m0363,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp
m0364,monster,2,cbnm_02f_lp0 cbnm_id0
m0365,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0366,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0367,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0368,monster,1,cbbm_id0
m0369,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0370,monster,1,cbbm_id0
m0371,monster,2,cbbm_id0 cbbm_sp_f_2lp
m0372,monster,12,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0373,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0374,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0375,monster,17,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0376,monster,13,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbp_1_break_1 cbbp_1_break_2lp cbbp_1_break_3
m0377,monster,20,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0378,monster,13,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_id0
m0379,monster,2,cbnm_02f_lp0 cbnm_id0
m0380,monster,13,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0382,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0383,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbnm_01f_lp0 cbnm_id0
m0384,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0385,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0386,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp cbnm_01f_lp0 cbnm_id0
m0387,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0388,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0389,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp
m0390,monster,16,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0391,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp
m0392,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0393,monster,1,cbbm_id0
m0394,monster,2,cbnm_02f_lp0 cbnm_id0
m0395,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0396,monster,10,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_f_2lp cbnm_01f_lp0 cbnm_id0
m0397,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0398,monster,2,cbnm_02f_lp0 cbnm_id0
m0399,monster,1,cbbm_id0
m0400,monster,0,
m0401,monster,2,cbnm_02f_lp0 cbnm_id0
m0402,monster,2,cbnm_02f_lp0 cbnm_id0
m0403,monster,28,cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbfa_add_chest_whisper_long cbfa_add_chest_whisper_middle cbfa_add_chest_whisper_short
m0404,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0405,monster,26,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbfa_add_chest_whisper_long cbfa_add_chest_whisper_middle cbfa_add_chest_whisper_short cbfa_add_no cbfa_add_talk cbfa_add_yes cbnm_01f_lp0 cbnm_id0 cbnm_swu_01f_lp0 cbnm_swu_02f_lp0 cbnm_swu_id0
m0406,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0407,monster,14,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0408,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0409,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_sp_a_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0410,monster,5,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0411,monster,1,cbbm_id0
m0412,monster,1,cbbm_id0
m0413,monster,1,cbbm_id0
m0414,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0415,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbnm_01f_lp0 cbnm_id0
m0416,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0417,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0418,monster,14,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0419,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_sp_a_2lp
m0420,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0421,monster,1,cbbm_id0
m0422,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0423,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0424,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0425,monster,2,cbbm_id0 cbbm_sp_f_2lp
m0426,monster,4,cbba_add_dmg_f cbbm_ded cbbm_dedpose cbbm_id0
m0427,monster,21,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0428,monster,1,cbbm_id0
m0429,monster,1,cbbm_id0
m0430,monster,3,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0431,monster,0,
m0432,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0433,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0435,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0436,monster,2,cbnm_02f_lp0 cbnm_id0
m0437,monster,2,cbnm_02f_lp0 cbnm_id0
m0438,monster,0,
m0439,monster,2,cbnm_02f_lp0 cbnm_id0
m0440,monster,2,cbnm_02f_lp0 cbnm_id0
m0441,monster,13,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbbp_4_break_1 cbbp_4_break_2lp cbbp_4_break_3 cbbp_5_break_1 cbbp_5_break_2lp cbbp_5_break_3
m0442,monster,4,cbba_add_dmg_f cbbm_02f_lp0 cbbm_id0 cbbm_mgc_thm_3
m0443,monster,2,cbbm_02f_lp0 cbbm_id0
m0444,monster,1,cbbm_id0
m0445,monster,10,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0446,monster,10,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_f_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0447,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0448,monster,1,cbbm_id0
m0449,monster,2,cbnm_02f_lp0 cbnm_id0
m0450,monster,2,cbbm_02f_lp0 cbbm_id0
m0451,monster,1,cbbm_id0
m0452,monster,2,cbnm_02f_lp0 cbnm_id0
m0453,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp
m0454,monster,10,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0455,monster,2,cbnm_02f_lp0 cbnm_id0
m0456,monster,12,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0457,monster,4,cbbm_dedpose cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0458,monster,7,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp
m0459,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0460,monster,12,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0461,monster,17,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_no cbfa_add_yes cbnm_01f_lp0 cbnm_id0
m0462,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0463,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0464,monster,0,
m0465,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0
m0466,monster,2,cbnm_02f_lp0 cbnm_id0
m0467,monster,2,cbnm_02f_lp0 cbnm_id0
m0468,monster,0,
m0469,monster,2,cbnm_02f_lp0 cbnm_id0
m0470,monster,2,cbnm_02f_lp0 cbnm_id0
m0471,monster,7,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0472,monster,2,cbbm_02f_lp0 cbbm_id0
m0473,monster,1,cbbm_id0
m0474,monster,1,cbbm_id0
m0475,monster,1,cbbm_id0
m0476,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0477,monster,5,cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbnm_id0
m0478,monster,2,cbbm_02f_lp0 cbbm_id0
m0479,monster,2,cbnm_02f_lp0 cbnm_id0
m0480,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0481,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0482,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0483,monster,14,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_1 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0484,monster,7,cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0486,monster,1,cbbm_id0
m0487,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0488,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0489,monster,16,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0490,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0491,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0492,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0493,monster,9,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0496,monster,5,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_partsbreak
m0497,monster,0,
m0498,monster,2,cbnm_02f_lp0 cbnm_id0
m0499,monster,12,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0500,monster,2,cbbm_id0 cbfa_add_all
m0501,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0502,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0503,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0504,monster,2,cbbm_id0 cbbm_sp_f_2lp
m0505,monster,11,cbnm_01b_lp0 cbnm_01f_lp0 cbnm_01l_lp0 cbnm_01r_lp0 cbnm_02f_lp0 cbnm_02l_lp0 cbnm_02r_lp0 cbnm_id0 cbnm_jump_1 cbnm_jump_2 cbnm_jump_3
m0506,monster,1,cbbm_id0
m0507,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0508,monster,2,cbbm_02f_lp0 cbbm_id0
